study_hours_per_day,attendance,assignments_completed,midterm_score,previous_sgpa,daily_screen_time,social_media_usage,class_participation,sleep_hours,stress_level,physical_activity,internet_quality,study_environment,fatigue_score,gender,sgpa
4.97,94.1%,7,52.22,6.08,3.47,0.87,5,4.26,low,2.95,4,1,6.16,F,4
8.92,90,7,85.79,6.5,3.74,3.91,6,6.7,low,,3,5,8.97,Female,5.43
5.55, 98.4 %,2,54.48,9.84,1.22,3.96,8,6.04,2,3.5,2,5,,F,4.16
5.57,,2,82.42,6.44,7.39,2.63,8,6.64,,5.99,4,5,9.51,M,
2.25,86,6,74.71,6.07,1.51,4.8,7,7.7,high,4,2,3,1.51,Male,4.02
9.84,69,3,99.17,7.68,5.9,3.11,7,6.98,3,4.41,5,3,6.78,F,5.43
3.25,59,5,99.99,8.35,6.11,3.63,1,5.46,5,5.51,4,5,4.11,Female,4.31
1.66, 72.2 %,8,92.17,8.63,6.91,4.66,8,7,5,0.86,1,2,1.35,Female,4.71
6.97,58,9,85.6,8.77,4.87,3.5,3,,5,4.09,1,5,9.36,male,5.27
6.36, 99.1 %,1,63.19,5.18,6.08,2.44,5,4.03,medium,0.6,1,5,2.22,male,4
4.74, 54.8 %,1,85.2,6.97,3.12,0.61,4,6.01,,1.82,1,5,8.68,female,
4.8,79,5,97.4,8.87,6.22,3.78,10,7.79,Low,1.49,3,2,3.97,Male,5.53
8.07,81.3%,2,41.4,9.52,3.4,4.84,3,8.11,1,3.97,5,2,,Male,5.27
2.76,76.9%,0,72.27,8.01,7.32,2.62,10,6.75,5,5.91,4,5,3.29,female,4
8.38,83,,53.08,5.26,2.14,2.03,5,8.34,high,0.93,5,4,6.25,Male,
6.84,56,6,73.47,6.98,3.21,2.84,3,4.63,5,5.38,1,1,8.2,,4.64
4.77,77.8%,3,67.99,5.37,4.49,3.78,9,8.82,2,1,5,3,6.1,female,4
5.12, 64.4 %,1,74.55,8.74,6.43,0.5,9,8.61,,1.33,5,1,3.76,,
12.0575721087701,,10,73.06,5.32,6.24,4.49,6,2.73421899885638,high,6.42,3,3,3.1,F,5.79
7.77, 88.1 %,7,97.61,5.93,2.48,4.49,3,4.29,low,0.07,1,1,2.57,female,6.09
5.62, 98.6 %,3,73.13,7.08,2.01,2.94,5,6.27,HIGH,1.38,2,2,8.55,female,5
3.89,52,,90.77,7.31,3.13,1.05,8,4.9,medium,1.51,5,5,6.5,Female,
6.36,,1,59.19,7.03,4.39,3.52,9,7.14,high,1.97,5,3,5.58,Male,4
9.96,60,0,66.29,7.32,4.77,1.12,,4.95,2,2.54,1,5,3.25,Male,4.82
4.92,51,0,68.22,8.57,4,2.78,5,6.41,medium,,3,5,4.9,M,4
9.29,,2,56.72,6.85,5.64,,2,5.03,,3.28,4,2,6.58,male,
4.11,83.9%,5,62.79,7.74,3.99,3.15,,4.91,4,2.8,1,3,1.65,Male,4
1.49,61.6%,6,75.91,6.52,7.62,1.93,2,5.24,high,4.37,4,4,4.25,M,4
2.84, 75.5 %,8,74.81,6.77,2.83,,6,4.15,medium,6.07,2,2,3.16,Male,4
4.77,94,4,78.19,8.07,5.39,4.1,3,7.58,low,2.08,4,5,6.82,female,4.96
2.98,85,,61.11,7.45,5.28,4.99,10,5.53,2,3.83,5,3,6.46,,
1,70,7,58.95,8.62,2.97,1.66,5,7.49,high,2.6,3,2,3.69,F,4
9.24,68.6%,0,76.7,7.8,3.88,0.78,8,7.27,5,0.28,2,2,1.37,F,4.16
8.59,73,10,47.97,9.02,3.56,2.49,5,4.33,3,5.75,3,,2.65,Female,5.14
7.68,59,2,55.18,7.22,2.21,0.88,2,5.56,high,4.44,3,,,F,4.91
2.51,82,7,42.53,7.46,4.34,1.3,6,6.83,1,0.02,4,3,6.12,Male,4
2.08,68,8,44.36,8.35,3.71,3.19,2,8.59,low,1.75,3,3,2.52,Male,4
1.61,93,3,54.6,6.11,2.25,3.16,8,6.01,Low,2.16,2,3,5.34,,4
7.52, 87.8 %,5,41.17,6.93,4.15,0.69,2,6.52,1,5.68,3,3,6.53,Male,4.5
9.36, 80.5 %,3,54.72,8.12,3.95,2.49,7,7.75,5,5.32,2,1,8.92,F,4.74
4.87,68.2%,8,79.3,5.14,1.92,2.89,,8.02,low,2.77,5,2,,M,4.8
2.07,60.5%,1,43.67,7.18,1.92,1.71,,8.62,Low,1.1,5,2,2.67,M,4
5.61,88.8%,5,66.2,7.99,5.53,4.42,8,6.49,,2.7,4,1,2.56,male,
4.14,74,10,94.79,,5.95,1.22,4,4.97,,5.67,1,2,4.24,F,
4.37, 61.2 %,2,,9.39,7.59,1.64,8,7.82,2,3.17,5,1,6.84,male,
6.59,60,9,58.33,6.4,1.61,1.21,9,4.63,5,,,1,7.05,Female,5.37
7.47,58,3,95.49,7.54,1.83,1.02,8,6.09,low,0.27,2,,2.9,M,6.05
2,89,1,59.78,5.28,1.36,4.46,4,7.14,HIGH,2.33,1,2,2.18,Female,4
1.32, 61.4 %,10,44.35,6.2,4.73,1.75,,7.46,low,1.04,3,,5.04,male,4
9.95,76,7,99.64,8.87,5.36,3.75,6,7.67,low,5.22,2,4,2.27,F,7.04
3.09, 72.6 %,9,92.2,5.62,3.82,2.43,,4.97,4,1.95,3,5,,Female,4
1.48, 79.0 %,7,,6.29,6.59,3.36,5,8.91,1,6.14,1,,1.75,female,
,93.9%,0,79.98,9.72,5.81,4.68,2,4.89,,4.32,3,1,7.77,Male,
1.35,93.4%,9,80.27,9.12,7.9,4.3,,4.48,3,2.76,2,2,1.38,F,4.44
4.53,73,5,51.67,8.91,1.97,0.81,6,7.32,1,4.27,3,1,8.26,female,4.54
8.22,50.8%,0,52,9.32,1.41,4.3,3,8.55,1,2.07,1,2,6.64,M,5.37
4.07,71,5,68.17,8.75,2.92,2.53,8,6.8,medium,0.99,3,1,3.9,male,4.65
5, 80.3 %,6,94.69,5.6,1.13,2.08,3,6.98,low,6.75,3,2,4.65,Female,4.51
7.08,78,1,40.6,7.58,7.53,3.53,10,6.69,4,3.94,4,4,7.06,F,4
5.58, 82.6 %,8,86.95,7.22,3.13,4.78,4,4.21,low,0.05,2,5,2.67,Female,4.66
8.75,58,7,43.45,6.56,4.87,0.92,9,7.41,low,2.17,4,2,9.01,,5.32
8.79,82.3%,8,68.69,9.17,3.23,3.96,4,5.79,3,1.12,1,4,5.35,Male,6.35
1.09, 59.1 %,9,78.27,7.32,2.72,1.42,2,8.68,1,1.81,5,5,7.84,male,4
8,87.5%,3,81.21,5.3,2.07,2.21,9,4.93,medium,0.39,,2,5.56,F,4.9
5.15,67.0%,3,43.51,6.37,,4.43,10,5.51,1,1.72,,3,5.07,M,
9.9,85,7,65.12,6.14,5.31,2.96,8,6.52,medium,4.78,1,1,5.23,M,5.67
5.35, 52.4 %,0,75.03,9.44,7.8,0.8,4,6.39,high,5.74,1,1,4.27,male,4.41
9.88, 70.4 %,7,43.96,8.24,4.91,2.79,6,6,high,2.43,4,1,7.59,female,5.63
7.79,85,6,48.11,7.8,4.73,4.05,6,5.57,low,3.66,1,2,8.62,M,4.75
3.24,61.3%,6,79.82,7.53,1.25,2.88,2,4.74,4,0.29,3,3,8.69,male,4
5.85, 89.8 %,8,71.3,8.25,6.88,,9,8.1,Low,0.64,1,3,2.09,F,4.64
9.93, 81.5 %,9,49.71,8.77,1.31,2.5,6,6.24,medium,3.86,5,3,7.85,female,5.57
8.72,79.4%,6,,7.77,7.34,,5,6.86,3,5.88,2,5,2.8,female,
1.88,67.7%,1,94.76,9.69,4.77,3.46,2,6.73,3,0.62,4,2,1.11,Female,4.65
,74.1%,0,40.94,9.88,2.18,3.78,10,6.88,Low,2.93,4,4,3.48,Male,
4.11,79.9%,0,78.56,9.98,4.16,4.04,1,7.52,1,6.79,4,5,,F,4
1.06,73.6%,6,44.42,8.35,7.96,,7,7.15,HIGH,5.17,4,2,8.29,F,4
4.63,84.9%,4,40.39,9.66,3.14,3.12,4,5.37,1,1.38,1,3,7.68,female,4
3.11,71.7%,3,49.04,7.02,2.89,2.19,7,6.77,,2,5,2,1.76,M,
8.37,60,4,65.37,9.3,1.83,1.13,5,5.22,4,6.64,1,3,3.93,Male,4.92
,60.7%,9,88.14,9.55,5.18,1.41,1,6.94,4,1.55,2,4,3.26,Female,
8.45,50,9,56.91,9.52,1.62,4.02,5,6.16,medium,3.09,2,3,6.36,male,5.19
1.01, 65.0 %,,77.54,9.15,6.36,1.23,4,4.2,1,2.49,,5,5.87,male,
3.77,87.4%,9,64.67,7.03,7.43,1.91,1,7.67,1,3.43,1,2,7.11,F,4.4
3.17,90,5,54.06,5.79,7.52,1.78,10,5.37,medium,1.66,1,1,9.2,Female,4
3.1,60,,70.85,6.67,1.76,0.72,2,8.6,3,4.68,5,3,4.79,Female,
1.61,98,1,87.85,8.84,4.91,2.58,9,5.4,3,1.64,,3,6.9,M,4
2.68, 75.1 %,2,89.95,6.16,1.68,3.95,1,8.98,high,4.21,2,1,9.27,Male,4
6,96,3,90.79,7.39,5,0.6,10,6.31,low,2.5,2,5,,F,5.02
3.62, 85.3 %,5,60.31,7.83,6.7,1.01,4,4.13,4,1.76,4,4,3.77,female,4
4.76,86.1%,10,,8.02,4.76,3.74,8,4.38,3,,4,4,4.63,F,
4.39, 54.3 %,8,52.73,9.68,7.1,3.17,5,4.41,low,6.76,2,5,7.79,female,5.24
,61.0%,1,84.31,8.31,6.61,3.72,10,4.28,4,6.09,2,2,7.48,female,
9.15,50.4%,7,,8.93,2.94,1.54,7,5.34,1,0.61,5,4,7.74,male,
5.44,86,8,40.82,7.91,5.41,4.12,2,5.62,5,3.18,2,5,7.69,F,4.12
3.97,67,,66.42,9.17,1.05,2.66,4,4.56,1,4.86,1,3,9.28,male,
1.96, 89.3 %,8,,6.32,3.77,3.25,4,,medium,3.94,1,1,7.88,M,
9.58,67,6,82.11,6.05,2.67,0.91,1,5.83,2,5.08,4,2,8.7,F,5.67
1.54,91.0%,8,50.57,,7.56,1.42,8,7.18,HIGH,6.83,4,2,6.16,F,
3.68,57,5,98.33,8.47,3.84,3.98,3,4.98,3,2.4,1,3,6.8,M,4.9
3.68, 58.7 %,1,76.92,8.36,5.58,1.51,4,8.57,low,5.4,4,4,9.71,M,4
3.88, 67.0 %,7,49.86,7.34,6.12,,2,6.58,,0.66,1,2,8.83,F,
2.48,70,9,41.23,6.88,6.41,3.19,10,,1,6.09,5,1,8,Female,4
8.05,67,8,87,7.78,6.15,2.97,5,4.2,4,,4,3,7.17,M,6.01
2.1,88.2%,7,44.78,5.6,3.02,3.24,5,6.8,2,3.65,3,2,4.23,female,4
6.71,55,1,48.46,,5.8,3.28,3,5.84,HIGH,5.75,2,3,5.93,F,
2.11, 67.6 %,7,74.49,7.28,4.84,2.75,8,8.62,5,4.67,1,4,1.5,M,4
1.63, 91.9 %,2,76.21,7.69,5.18,2.72,1,8.43,medium,3.87,2,5,4.75,M,4
9.18,53.3%,2,,8.17,1.01,4.66,2,7.19,Low,6.62,2,3,2.01,male,
2.71,97,8,63.61,9.79,2.81,2.9,1,7.84,HIGH,0.91,4,4,7.56,male,4.66
8.39,99.3%,8,86.43,8.26,7.51,3.28,6,7.22,high,6.95,2,2,9.03,male,6.05
5.9,54,8,98.46,9.42,3.03,1.7,,4.08,2,1.08,3,2,2.57,F,6.05
1.7,64.6%,,56.27,7.78,4.07,4.42,10,7.52,medium,3.36,4,4,3.21,female,
9.6,68.6%,6,82.18,8.13,2.31,0.61,1,4.89,HIGH,1.62,1,2,8.71,Male,6.06
3.22, 88.8 %,7,95.71,,1.97,3.01,7,7.41,3,1.9,2,2,6.27,Female,
8.74,79.8%,4,81.18,5.67,2.46,2.23,9,4.05,4,4.42,2,2,6.29,female,5.28
2.52,82.2%,0,80.87,7.9,4.88,3.22,5,5.55,high,0.24,5,4,,Male,4
8.69, 87.9 %,8,53.43,6.98,7.43,2.12,7,6.58,3,6.59,1,4,2.96,Female,4.76
1.12,55.9%,5,72.11,8.99,3.28,3.73,4,5.67,high,1.96,5,3,3.19,female,4
5.61,,2,73.75,7.72,3.26,0.59,4,7.47,3,1.91,1,1,9.55,F,4.3
7.92,85.3%,2,82.01,9.41,4.95,2.33,4,6.61,5,6.04,2,5,7.51,M,4.75
9.41,79,9,99.81,9.86,3.5,4.24,5,8.8,medium,5.35,2,2,1.81,male,7.75
9.18, 94.5 %,0,42.02,5.74,7.37,1.63,8,5.79,3,4.7,3,1,3.01,F,4
8.38,85,7,43.91,6.97,3.64,0.74,4,7.61,low,1.02,4,1,6.64,female,4.53
8.99, 60.1 %,1,44.68,8.32,4.43,2.73,7,8.18,HIGH,5.39,3,4,3.55,Female,5.3
2.79,71.5%,0,84.58,6.53,4.73,4.89,9,5.27,HIGH,2.53,1,4,3.27,Female,4
3.56, 74.7 %,,48.18,6.34,6.47,0.79,6,7.77,5,6.96,1,,2.82,Female,
3.6,52.8%,10,77.35,9.07,4.95,0.82,4,5.97,4,4.7,1,4,2.67,female,4
4.39,98,8,59.48,9.9,2.67,3.18,5,4.64,Low,5.85,1,3,6.52,Female,4.68
4.54,56.4%,5,67.44,8.87,1.87,1.63,8,4.02,1,5.14,4,3,9.15,Female,4.12
5.9, 84.9 %,7,52.94,7.62,7.56,2.35,4,7.72,Low,4.16,2,5,4.25,F,4.45
2.44,75.3%,7,91.97,7.21,6.61,4.24,4,4.93,HIGH,5.01,3,5,2.09,female,4.46
7.22, 51.3 %,8,75.17,7.7,1.16,1.39,7,4.26,low,4.18,2,5,2.12,male,6.06
2.51,96.2%,6,96.67,7.31,6.75,3.74,6,6.49,1,0.36,5,2,9.4,Female,4.26
,92.6%,8,74.48,7.51,,2.77,1,5.73,low,2.42,3,3,5.76,male,
5.53,76,8,47.43,6.02,4.63,4.57,9,7.46,HIGH,2.21,1,2,5.2,Female,4
8.17, 61.4 %,10,50.25,9.52,1.09,4.88,5,4.54,medium,5,1,3,9.02,F,5.75
7.66,56,0,,8.77,6.47,2.68,10,4.66,2,4.03,5,1,5.56,male,
6.81, 68.2 %,,83.53,8.4,2.39,,2,6.02,1,4.27,3,2,5.33,Female,
2.4, 62.8 %,7,42.96,,6.1,3.86,5,6.6,4,5.93,4,5,9.34,male,
5.92, 75.3 %,9,82.23,6.42,1.11,1.93,8,8.12,1,3.68,4,3,5.27,male,4.62
1.79,98,8,64.73,5.41,6.57,1.52,6,6.93,HIGH,1.53,1,5,4.52,Male,4
4.4,79,3,58.43,9.13,1.16,4.84,8,8.51,medium,,1,4,6.23,M,4.36
4.72,94,1,49.24,9.99,2.65,2.45,5,5.09,,1.12,1,3,9.8,Female,
1.36,83,10,90.39,7.89,2.88,0.51,4,6.98,high,0.21,5,3,9.67,F,4.53
3.47,74,8,43.83,5.29,2.1,4.27,10,7.28,3,1.66,5,5,7.98,F,4
9.6,93,8,57.39,8.9,4.37,3.2,3,7.63,5,,2,5,5.49,Female,6.03
9.58,73.6%,7,58.38,5.37,2.99,1.26,2,8.94,2,,5,5,8.93,female,4.7
4.17,93,2,49.65,7.7,7.95,0.64,9,6.34,1,0.57,3,3,4.77,female,4
1.39,65,4,70.49,6.39,5.06,1.81,1,5.85,high,6.8,5,1,6.76,F,4
2.61, 56.4 %,1,40.7,9.58,4.97,4.68,10,8.26,4,6.98,3,4,2.61,F,4
4.53, 92.8 %,2,58.06,7.26,2.55,4.7,2,4.88,1,4.46,4,5,,male,4
9.53, 79.4 %,0,96.02,9.49,3.86,1.9,6,4.19,low,0.76,2,1,3.48,M,6.28
2.27,94,3,58.63,6.5,1.87,4.26,,6.22,1,5.75,,5,7.95,F,4
7.87, 96.9 %,4,61.63,6.94,6.34,,1,5.24,HIGH,3.77,4,3,4.73,female,4.74
1.98,52.7%,1,68.39,9.74,3.32,3.44,8,,5,1.27,3,1,4.59,female,4.79
9.83,75.0%,2,73.7,6.01,6.26,2,4,8.93,3,4.03,2,3,7.72,Female,4.77
4.43, 68.7 %,5,88.52,7.89,3.6,2.82,7,5.74,high,0.28,4,2,4.83,Female,5.21
, 81.3 %,5,51.42,,7.92,1.82,10,7.54,,6.81,3,5,7.43,male,
4.08,90,6,92.3,8.87,2.2,0.78,9,5.25,3,5.78,2,4,8.7,female,5.75
6.65, 64.0 %,8,85.45,5.65,1.01,1.13,2,5.52,,1.83,1,1,2.23,F,
2.73, 77.8 %,3,83.36,7.19,5.16,1.81,7,5.22,,2.93,5,2,5.31,F,
2.31, 85.4 %,4,45.21,8.49,7.67,4.89,1,6.86,4,2.77,1,5,9.5,female,4
9.44, 56.7 %,10,41.3,7.04,5.53,4.85,3,5.13,2,6.03,1,2,8.31,,4.6
14.782961761425,91,1,75.64,5.29,1.6,4.22,4,1.26477669271618,low,2.48,1,1,9.76,male,6.41
8.99,80,5,91.79,8.53,4.78,1.55,3,7.4,1,0.34,4,4,8.74,Male,5.97
6.63, 97.5 %,3,75.07,7.52,7.37,2.49,8,6.11,3,1.5,1,1,3.79,Female,4.36
8.27,,,52.79,5.06,,2.48,7,4.13,3,,1,4,2.61,Male,
1.62,55,6,45.43,8.06,,2.24,3,4.11,1,6.64,4,3,,male,
4.01,,5,81.98,9.6,6.7,0.7,7,6.66,1,6.47,5,5,2.95,F,5.82
3.82,54,7,83.31,5.56,7.26,2.91,2,8.2,Low,2.1,2,2,1.68,M,4
6.72,98,5,50.35,7.95,5.95,0.83,3,6.99,low,0.02,2,3,9.16,male,4.39
4.2, 51.9 %,9,41.69,8.64,7.94,4.11,7,,1,3.62,5,5,5.52,M,4.14
2.34,88,7,64.5,5.35,1.63,3.61,10,8.41,1,5.58,4,,1.91,female,4.41
6.37,76,3,74.96,5.11,4.82,2.09,5,4.98,HIGH,1.88,1,3,7.86,male,4
8.33,68,6,82.36,7.32,5.79,3.41,9,5.8,4,3.07,,5,3.93,F,6.02
4.44, 53.3 %,2,88.6,8.96,5.92,1.55,8,6.83,Low,1.21,5,5,1.64,female,4.01
2.19, 81.1 %,0,76.63,5.8,6.55,1.69,6,5.46,3,2.29,5,3,2.71,M,4
2.77, 79.3 %,8,46.65,9.18,7.42,1.91,4,8.99,high,5.31,1,,6.92,M,4.26
3.14,64,8,80.95,8.28,3.53,,3,,5,3,5,4,8.15,F,4.69
3.7,95.5%,5,99.05,6.66,1.3,1.45,6,4.26,low,3.13,4,4,3.28,M,4.55
6.79,65.2%,1,94.34,7.58,3.54,3.03,9,4.88,medium,5.53,4,1,6.19,M,5.03
6.41, 72.5 %,7,92.3,9.83,5.7,1.4,5,6.66,5,5.34,2,5,1.01,,6.13
7.26,77.2%,9,58.13,6.08,2.49,1.78,7,6.75,medium,1.31,3,2,3.51,M,4.77
4.26,,,,7.5,6.67,1.56,7,8.92,1,2.91,5,1,2.63,female,
8.42, 96.6 %,6,91.07,8.12,2.54,3.4,7,7,low,5.94,4,5,1.69,male,6.51
2.84,69,,80.7,5.69,1.07,2.87,9,7.33,high,3.2,1,3,,M,
5.22, 54.0 %,2,55.03,5.22,4.56,3.75,2,5.07,1,4.63,1,3,6.68,female,4
8.21,69,0,97.23,5.07,6.09,1.49,8,4.53,high,2.14,3,5,1.42,F,4.91
2.62, 80.0 %,9,67.05,6.62,3.45,0.54,2,7.01,medium,0.42,3,3,2.24,F,4.5
1.99,75.7%,0,47.79,5.37,6.24,3.56,1,8.32,high,1.15,3,4,9.39,M,4
8.95, 84.7 %,10,46.59,9.02,4.07,1.02,10,6.94,HIGH,2.81,1,1,3.01,Male,5.97
4.09,52.8%,0,78.85,9.99,2.2,1.61,6,6.21,Low,2.47,5,4,7.84,Male,5.13
7.15, 64.2 %,3,66.26,5.31,1.63,1.88,2,6.89,1,6.27,4,5,7.73,Female,4.43
1.23,91,6,45.67,7.16,5.97,3.86,5,6.34,1,,1,1,3.89,Female,4
7.21,54,6,84.42,5.13,,3.32,1,4.71,Low,4.39,4,3,2.84,F,
3.84,93,4,87.96,5.67,7.39,1.33,7,7.71,medium,4.82,3,1,3.2,,4
1.5,55,5,83.52,6.61,4.78,3.19,1,6.67,4,3.72,2,1,6.09,F,4
6.49,92,1,52.14,6.97,3.44,3.69,8,6,5,5.39,5,3,,female,4
3.17,68,4,81.39,9.7,3.44,2.25,5,6.8,2,5.48,3,2,5.46,M,5.21
4.48, 80.6 %,6,40.64,6.98,1.92,1.61,5,5.21,high,2.46,3,3,8.3,Male,4.01
1.73,57.6%,8,58.31,7.48,5.16,3.56,3,6.14,1,0.59,4,4,5.52,female,4
2.32, 53.3 %,5,63.93,6.23,5.08,3.25,2,7.11,1,6.9,1,2,9.96,male,4
3.68, 60.8 %,9,90.11,5,6.6,0.85,6,5.13,4,4.5,2,4,6.99,M,4.68
1.81, 56.4 %,3,63.42,9.5,2.41,3.5,4,7.74,high,4.96,5,5,2.87,M,4.86
9.2,65.6%,2,40.68,5.41,3.04,,10,6.61,HIGH,5.3,2,4,5.5,,4
1.05,76,,61.14,,1.68,3.89,4,8.31,1,4.29,3,1,8.32,Female,
5.35, 79.4 %,6,69.94,5.65,3.07,1.36,6,8.24,2,3.3,2,5,2.96,F,4
2.11, 89.5 %,10,96.94,8.02,4,1.66,2,6.47,2,6.89,5,2,7.56,Male,5.59
,82.8%,5,96.46,10,7.75,2.94,2,4.98,HIGH,5.09,3,4,1.3,M,
9.33, 80.4 %,,50.85,5.69,5.57,2.67,10,7.68,5,5.92,5,5,9.48,,
2.46, 70.6 %,7,51.11,7.12,6.48,2.24,10,6.09,,3.08,2,4,6.97,male,
9.69, 73.7 %,4,49.8,8.9,3.28,3.86,4,6.97,2,6.33,3,1,,F,4.53
2.85,71,2,87.34,5.16,2.01,3.04,6,4.54,5,5.13,,1,8.87,male,4.2
7.67, 92.1 %,2,40.36,8.45,2.8,3.7,2,7.16,medium,5.22,5,2,1.74,F,4.68
5.92,62,,47.63,5.4,2.8,1.19,7,5.87,3,0.61,1,3,4.65,female,
8.96, 50.3 %,7,,6.18,5.08,3.78,8,5.67,4,4.32,3,3,7.63,M,
5.99,83,0,54.85,5.8,3.39,2.58,9,8.9,4,2.35,5,1,9.44,Female,4
5.81,60.1%,7,45.54,9.54,7,0.65,6,6.16,high,4.68,5,5,4.14,female,4.57
, 94.5 %,2,61.59,5.9,7.92,1.56,2,7.39,5,3.98,5,2,8.47,F,
2.5, 93.0 %,8,56.45,5.2,3.4,0.62,6,7.14,5,0.78,1,4,2.77,Male,4
9.25,53.8%,10,,7.94,5.94,2.56,8,4.52,4,3.71,4,4,1.32,female,
3.95,55,1,98.75,6.73,5.6,1.97,,7.74,Low,3.16,3,5,1.26,Male,4
4.35,74.8%,9,47.46,7.03,2.36,4.94,1,5.62,HIGH,5.44,2,3,,,4
7.84,80,,62.36,5.6,7.43,4.41,6,7.99,4,,5,1,,F,
4.05,63.7%,5,95.92,8.74,2.4,4.22,1,7.04,high,3.37,2,1,1.45,female,4.36
9.57, 85.8 %,0,92.61,8.01,6.16,2.76,6,,5,5.04,5,2,9.79,M,5.08
7.64,80,4,63.66,6.82,3.43,4.13,10,5.78,low,4.68,5,1,3.18,M,4.45
6.38, 66.2 %,9,,5.86,3.57,1.7,4,7.66,4,6.94,3,3,5.16,female,
8.93, 51.3 %,8,45.27,7.97,4.19,3.02,3,6.75,4,2.46,1,3,6.52,M,5.57
1.45,87.5%,5,,8.89,7.05,2.27,,7.34,medium,4.82,1,5,2.3,Male,
3.31, 60.7 %,6,98.37,6.56,1.98,1.27,4,4.79,2,1.17,2,2,4.21,Male,4
5.19,92,3,72.25,5.13,1.38,0.83,3,7.93,HIGH,5.63,4,2,6.83,M,4.25
3.04, 71.0 %,0,69.91,6.07,3.81,3.01,9,5.6,Low,5.5,1,1,6.76,male,4
7.7,78.9%,4,51.24,8.41,1.39,0.94,4,7.1,high,5.08,1,4,8.58,male,4
9.27,93.6%,,78.03,9.95,5.81,3.73,1,4.57,Low,0.83,4,2,4.94,Male,
4.81,93,7,75.43,5.07,6.32,4.65,4,5.61,,6.91,1,1,9.01,Female,
,68.6%,3,79.12,6.53,6.98,1.23,1,7.24,2,6.6,3,4,7.14,M,
9.65, 60.4 %,0,41.56,5.31,6.21,2.62,10,5.37,4,2.59,3,1,6.06,Female,4
5,,9,72.92,6.58,7.41,3.82,10,,5,,2,5,2.05,F,5.04
5.4,72,6,75.7,7.03,6.24,1.79,3,7.31,2,6.22,2,2,,F,4
4.16,60,10,52.45,9.6,7.55,4.64,4,8.35,5,3.46,2,1,6.35,Female,4.2
9.19,95,1,52.5,5.4,2.35,4.5,4,5.98,2,4.19,3,5,7.83,M,4.77
6.12,60,2,56.57,8.89,4.5,0.97,9,4.17,4,4.22,2,1,7.47,Female,4.21
7.86, 51.3 %,8,82.7,6.98,7.96,0.62,6,6.88,Low,4.54,2,3,5.77,Female,5.52
8.31,51,8,76.38,9.06,5.77,4.89,3,5.7,HIGH,4.03,3,1,6.34,Male,6.02
4.08,81,1,90.75,7.57,7.15,4.8,7,6.24,5,2.84,4,3,7.95,female,4.29
4.9,83.1%,2,57.74,5.2,1.21,2.4,,7.41,medium,3.78,2,2,4.16,Female,4.38
8.64,66,10,94.72,9.73,7.1,0.73,7,7.5,3,6.1,1,1,2.21,F,6.74
,66.0%,8,84.62,5.41,5.88,3.28,,4.14,high,6.05,3,5,8.87,male,
8.15, 67.0 %,0,63.7,7.99,2.2,1.82,,7.85,5,,4,2,9.69,Male,4.09
9.47, 84.0 %,1,45.72,9.39,1.18,4.72,8,6.47,1,2.9,1,2,4.86,male,4.93
6.61, 52.9 %,10,55.42,5.4,2.82,4.08,7,,high,5.5,1,3,9.91,male,4.63
7.67, 96.5 %,1,97.41,7.77,7.41,3.42,6,5.49,1,2.71,5,2,3.9,F,5.02
8.25,61.1%,9,58.62,9.12,5.68,1.78,4,6.1,,4.65,4,1,1.6,Female,
8.61,100,2,59.79,9.93,7.44,3.66,9,,,3.97,5,1,6.15,F,
4.56,58.6%,9,51.38,,4.12,1.8,1,7.88,Low,2.1,3,3,8.81,female,
1.46, 88.6 %,2,88.41,6.39,7.56,0.67,5,5.94,3,3.17,4,1,6.56,M,4
4.62,61.2%,9,,8.5,4.24,2.79,1,7.46,5,5.81,5,3,1.08,Male,
7.06, 54.0 %,1,59.82,8.53,2.43,2.7,10,5.29,4,6.39,,4,1.11,F,4.78
5.05,94,7,64.86,8.5,2.06,3.93,1,8.16,4,1.44,,3,7.52,M,4.55
, 92.9 %,7,66.02,9.27,7.96,4.4,6,7.05,4,3.19,1,5,8.61,Female,
4.21,70,7,64.68,5.44,3.34,2.1,6,7.88,3,3.03,3,5,3.28,M,4
6.71,85,1,70.22,5.54,2.12,2.52,7,6.39,4,3.42,4,1,5.23,female,4
2.68,77.9%,8,88.87,8.2,1.06,2.62,10,5.15,5,6.84,1,4,9.65,Male,5.02
7.74,92.6%,10,89.16,9.77,3,1.96,9,6.15,2,,1,5,5.15,female,6.39
5.91,65.8%,6,87.9,,7.22,3.85,,5.91,HIGH,5.81,3,5,2.22,male,
2.84,76.2%,4,46.07,9.8,4.74,2.85,2,5.66,,4.65,2,5,9.2,F,
3.63,74,6,87.98,9.69,5.43,4.61,4,5.06,4,0.75,3,1,5.46,M,5.18
7.74,68,7,47.22,9.51,7.46,3.43,9,7.8,low,4.87,,2,4.1,Female,5.31
5.34, 94.6 %,8,47.48,9.55,4.59,1.45,2,4.43,medium,4.53,5,2,1.88,Female,4.27
12.9424498806159,58,1,96.87,9.49,6.87,1.24,7,2.05866218243925,4,5.31,5,2,5.12,male,6.49
9.71,57.5%,5,,9.1,3.27,2.18,4,4.88,HIGH,0.52,4,1,7.93,M,
7.44,79,8,,8.47,7.84,2.06,10,8.9,high,1.69,3,2,7.45,Male,
9.61, 82.9 %,5,92.5,5.12,1.55,2.33,6,8.94,1,5.39,1,3,5.47,female,4.78
